10990,1
10536,1
14760,7
11590,3
13790,6
10532,5
10901,3
11710,12
11763,1
10607,1
10570,1
14612,1
11786,2
11951,1
12180,3
13355,1
12983,1
11749,2
10917,2
13126,5
13501,1
14207,1
11548,1
11514,1
13021,6
11792,2
14830,2
12010,2
12572,1
13348,1
14513,4
14228,8
11735,3
11769,1
14437,5
12083,1
11733,4
12701,3
14564,4
13078,2
12117,1
14068,1
11968,2
14845,7
11959,1
10953,1
14094,1
14086,4
14871,1
12603,3
14615,1
12477,1
11554,6
11738,2
10591,154
13323,1
14081,2
11552,2
11722,1
12498,1
11030,9
10709,4
14568,1
13849,3
14480,1
12901,10
13211,2
10701,5
11961,2
14616,1
14467,1
14905,1
10567,4
12534,1
10541,2
13214,1
14075,2
10801,4
11758,8
13743,2
10538,1
13905,6
10502,3
11518,1
14604,1
11042,18
11754,3
13646,1
13669,1
10549,4
14621,1
11795,4
14020,3
11771,1
14141,1
12203,10
12590,2
10577,4
14750,1
10950,2
11801,3
11572,8
11772,11
12110,6
10987,1
11702,3
11715,1
13365,1
12065,9
12306,1
11752,2
12742,1
14826,1
11778,1
13066,4
10954,5
11742,1
14623,10
14222,2
11789,1
10941,4
13205,4
14226,31
14032,1
12903,2
10970,6
12566,1
13748,1
11023,4
13045,9
13210,14
12206,1
10601,9
14850,9
11765,4
10913,3
10930,1
14559,4
13224,4
14425,1
13215,1
10933,1
12159,1
12095,72
12304,1
13760,5
10573,8
12077,1
14870,1
11727,2
14209,1
11581,2
10707,3
12865,1
10583,11
14580,8
10598,9
10710,1
14051,3
10595,6
11978,1
14203,9
11753,2
12020,3
13027,3
12043,3
13441,1
14609,2
10956,6
12209,1
10960,2
14063,4
14072,1
12946,2
12887,1
11940,1
14414,2
11787,18
12302,2
11788,3
14867,1
13616,1
12205,18
13601,14
10924,2
11568,2
12801,9
11747,11
11931,1
11967,1
10996,1
11559,7
13478,1
11001,1
12589,2
13815,4
14092,1
11756,8
12309,1
11971,1
13244,4
11721,3
12184,1
14701,10
11706,3
10606,3
13114,4
10528,2
10994,5
10535,2
13031,12
11776,7
14515,1
11901,5
12553,1
14214,9
14814,1
11720,8
10550,1
13850,11
10548,2
11757,3
12033,1
14215,3
12449,3
10514,1
13492,1
11731,1
14810,2
12153,1
13212,1
14487,1
13350,2
11020,3
11768,7
12508,1
13112,1
10964,1
13069,2
11565,1
13203,7
12054,1
14784,1
14301,2
11803,10
14843,1
14445,1
11755,1
11576,4
11764,1
11024,2
11762,2
11701,5
14224,9
11793,9
14607,1
12305,1
13208,1
10965,6
10603,1
11050,5
12516,1
14618,30
14450,14
11566,4
12308,3
14903,3
13602,2
12538,1
12528,2
14625,4
14620,15
14726,1
14432,10
13637,1
13034,1
13346,2
12522,1
14454,1
11783,1
11570,7
12953,2
11530,19
11598,6
11780,1
10940,8
11743,12
10704,3
13440,4
14614,1
12204,1
14120,2
10547,2
14624,2
14127,4
10980,1
13489,1
10510,4
13421,5
11575,1
11510,20
13303,1
13029,2
14456,8
13206,1
10562,2
10989,1
11790,3
11782,1
11777,3
11730,6
11557,2
14150,3
11507,8
13084,1
10805,1
14048,1
14304,9
13502,4
13057,5
14617,10
12078,4
13413,8
12804,5
14424,4
11501,3
14534,3
14526,4
14219,3
11516,1
13204,2
13035,2
12550,4
14225,5
14610,1
11563,5
13606,1
13104,4
11040,10
13326,5
10605,7
13367,3
12601,11
11746,6
14217,23
11726,1
11545,1
11740,1
12866,7
10596,1
11561,8
12518,4
13676,3
13090,3
12561,1
14715,1
11767,8
13039,5
11779,4
11729,1
14502,2
13088,6
11580,7
10522,2
13820,1
14626,17
12414,3
10512,2
10530,2
10543,6
10580,2
10708,2
10977,6
11021,19
11542,4
11550,5
11577,4
11596,3
11725,10
11791,7
11797,10
12144,5
12208,13
12401,9
12524,6
12533,2
12571,1
14052,7
14174,1
14221,28
14901,6
